单品编码,预测需求(千克),单品名称,分类编码,分类名称,批发价格(元/千克),小分类编码,平均损耗率(%)_小分类编码_不同值
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.04,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.18,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.24,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.24,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.11,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.05,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.05,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.04,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.41,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.68,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.09,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.98,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.24,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.17,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.5,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.02,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,7.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,7.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,7.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,7.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.99,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.25,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.67,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.71,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,12.9,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.81,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.99,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.99,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,5.02,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,0.51,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.79,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.86,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.73,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.74,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.71,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.43,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.1,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.12,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.12,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,17.12,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,16.09,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,16.09,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,16.08,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,5.33,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,0.12,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.39,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.47,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.46,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.46,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,0.11,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.01,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.01,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,13.91,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.01,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.01,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.02,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.69,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,0.11,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.38,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.4,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.56,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.81,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.17,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.31,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.2,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.37,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.05,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,14.76,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.53,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.45,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.0,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.21,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
102900005115250,4.2995,西峡花菇(1),1011010801,食用菌,15.6,1011010801,9.45
